timestamp,open,high,low,close,volume,quoteVolume,trades,takerBaseVolume,takerQuoteVolume
2026-03-01T00:00:00.000Z,84.59000000,84.59000000,84.59000000,84.59000000,1.18100000,99.90079000,1,1.18100000,99.90079000
2026-03-01T00:01:00.000Z,84.59000000,84.59000000,84.59000000,84.59000000,0.00000000,0.00000000,0,0.00000000,0.00000000
2026-03-01T00:02:00.000Z,84.57000000,84.67000000,84.57000000,84.67000000,4.33800000,367.18026000,2,4.33800000,367.18026000
2026-03-01T00:03:00.000Z,84.69000000,84.69000000,84.69000000,84.69000000,3.07600000,260.50644000,1,3.07600000,260.50644000
2026-03-01T00:04:00.000Z,84.69000000,84.69000000,84.69000000,84.69000000,0.00000000,0.00000000,0,0.00000000,0.00000000
2026-03-01T00:05:00.000Z,84.73000000,84.73000000,84.73000000,84.73000000,0.35300000,29.90969000,1,0.35300000,29.90969000
2026-03-01T00:06:00.000Z,84.73000000,84.73000000,84.73000000,84.73000000,0.00000000,0.00000000,0,0.00000000,0.00000000
2026-03-01T00:07:00.000Z,84.73000000,84.73000000,84.73000000,84.73000000,0.00000000,0.00000000,0,0.00000000,0.00000000
2026-03-01T00:08:00.000Z,84.73000000,84.73000000,84.73000000,84.73000000,0.00000000,0.00000000,0,0.00000000,0.00000000
2026-03-01T00:09:00.000Z,84.73000000,84.73000000,84.73000000,84.73000000,0.00000000,0.00000000,0,0.00000000,0.00000000
2026-03-01T00:10:00.000Z,84.73000000,84.73000000,84.73000000,84.73000000,0.00000000,0.00000000,0,0.00000000,0.00000000
2026-03-01T00:11:00.000Z,84.50000000,84.50000000,84.50000000,84.50000000,0.03500000,2.95750000,1,0.03500000,2.95750000
2026-03-01T00:12:00.000Z,84.52000000,84.52000000,84.52000000,84.52000000,1.18300000,99.98716000,1,1.18300000,99.98716000
2026-03-01T00:13:00.000Z,84.52000000,84.52000000,84.52000000,84.52000000,0.00000000,0.00000000,0,0.00000000,0.00000000
2026-03-01T00:14:00.000Z,84.52000000,84.52000000,84.52000000,84.52000000,0.00000000,0.00000000,0,0.00000000,0.00000000
2026-03-01T00:15:00.000Z,84.52000000,84.52000000,84.52000000,84.52000000,0.00000000,0.00000000,0,0.00000000,0.00000000
2026-03-01T00:16:00.000Z,84.52000000,84.52000000,84.52000000,84.52000000,0.00000000,0.00000000,0,0.00000000,0.00000000
2026-03-01T00:17:00.000Z,84.52000000,84.52000000,84.52000000,84.52000000,0.00000000,0.00000000,0,0.00000000,0.00000000
