timestamp,open,high,low,close,volume,quoteVolume,trades,takerBaseVolume,takerQuoteVolume
2026-03-01T00:00:00.000Z,84.59000000,84.73000000,84.50000000,84.52000000,10.16600000,860.44184000,7,10.16600000,860.44184000
2026-03-01T00:15:00.000Z,84.82000000,84.82000000,84.51000000,84.51000000,6.61800000,561.13059000,3,2.18100000,184.96173000
2026-03-01T00:30:00.000Z,84.62000000,84.62000000,84.46000000,84.62000000,13.28800000,1123.67744000,5,12.28800000,1039.05744000
2026-03-01T00:45:00.000Z,84.80000000,84.92000000,84.80000000,84.89000000,2.74700000,233.05720000,4,1.05100000,89.23640000
2026-03-01T01:00:00.000Z,84.76000000,84.84000000,84.35000000,84.35000000,5.77900000,488.60219000,4,5.77900000,488.60219000
2026-03-01T01:15:00.000Z,84.77000000,84.89000000,84.74000000,84.80000000,6.04600000,512.47345000,6,5.94700000,504.08122000
2026-03-01T01:30:00.000Z,84.68000000,85.52000000,84.68000000,85.27000000,9.43500000,802.16765000,13,7.45800000,633.60335000
2026-03-01T01:45:00.000Z,85.23000000,87.51000000,85.23000000,86.73000000,131.68000000,11391.86312000,131,100.12000000,8654.48689000
2026-03-01T02:00:00.000Z,86.77000000,88.47000000,86.77000000,87.99000000,92.71900000,8147.12997000,81,75.74900000,6655.46166000
2026-03-01T02:15:00.000Z,88.22000000,88.61000000,87.71000000,88.22000000,13.67300000,1206.52170000,25,9.01900000,796.93964000
2026-03-01T02:30:00.000Z,88.10000000,88.84000000,88.10000000,88.73000000,41.76300000,3693.93598000,24,23.05500000,2040.17092000
2026-03-01T02:45:00.000Z,88.57000000,88.57000000,87.80000000,87.97000000,19.79600000,1744.24705000,17,14.40000000,1267.40709000
2026-03-01T03:00:00.000Z,87.98000000,88.13000000,87.95000000,87.95000000,16.32400000,1436.40282000,8,16.32400000,1436.40282000
2026-03-01T03:15:00.000Z,88.09000000,88.25000000,87.76000000,87.76000000,78.72700000,6937.77721000,12,61.40200000,5415.20232000
2026-03-01T03:30:00.000Z,88.00000000,88.25000000,88.00000000,88.08000000,15.05300000,1326.10169000,8,11.45400000,1009.13765000
2026-03-01T03:45:00.000Z,88.00000000,88.01000000,87.76000000,87.76000000,42.64200000,3750.03757000,10,19.36600000,1703.57345000
2026-03-01T04:00:00.000Z,88.21000000,88.21000000,87.61000000,87.61000000,8.04800000,708.12092000,6,1.35400000,118.77288000
2026-03-01T04:15:00.000Z,87.59000000,87.72000000,87.01000000,87.72000000,95.58500000,8349.78422000,25,11.43800000,997.49057000
2026-03-01T04:30:00.000Z,87.67000000,87.80000000,87.63000000,87.80000000,40.16100000,3522.04742000,11,37.20200000,3262.42476000
