timestamp,price,rsi,macd_h,vwap,impact_pct
2026-03-23T23:00:33.617Z,91.3251,45.0100,-0.009342,91.5676,0.025872
2026-03-23T23:01:34.479Z,91.2699,45.0100,-0.008296,91.5669,0.041644
2026-03-23T23:02:35.458Z,91.2705,29.5400,-0.015020,91.5599,0.011555
2026-03-23T23:03:36.379Z,91.2373,29.5600,-0.019638,91.5535,0.011322
2026-03-23T23:04:37.309Z,91.2288,29.5700,-0.022640,91.5477,0.000000
2026-03-23T23:05:38.191Z,91.2814,29.5900,-0.024412,91.5425,0.013246
2026-03-23T23:06:39.158Z,91.1432,29.6000,-0.025258,91.5377,0.003831
2026-03-23T23:07:40.205Z,91.1398,15.9800,-0.038505,91.5225,0.000000
2026-03-23T23:08:41.124Z,91.0578,16.0000,-0.047440,91.5086,0.000000
2026-03-23T23:09:42.057Z,91.0224,11.8100,-0.061804,91.4887,0.000000
2026-03-23T23:10:42.971Z,90.9666,11.8200,-0.071128,91.4707,0.000000
2026-03-23T23:11:44.023Z,90.9505,11.8300,-0.076618,91.4543,0.000000
2026-03-23T23:12:45.094Z,90.9562,6.5100,-0.101036,91.4212,0.095279
2026-03-23T23:13:46.085Z,91.0250,6.5200,-0.116960,91.3911,0.031939
2026-03-23T23:14:46.925Z,91.1262,39.6300,-0.103507,91.3828,0.038432
2026-03-23T23:15:47.950Z,91.0941,39.5700,-0.091843,91.3753,0.030089
2026-03-23T23:16:48.929Z,91.0786,39.5700,-0.081684,91.3684,0.000000
2026-03-23T23:17:50.055Z,91.0578,39.5700,-0.072811,91.3622,0.007551
2026-03-23T23:18:51.011Z,91.0072,39.5700,-0.065034,91.3565,0.000000
2026-03-23T23:19:51.902Z,90.9571,39.5700,-0.058196,91.3514,0.010524
2026-03-23T23:20:52.801Z,90.8885,39.5700,-0.052164,91.3467,0.000000
2026-03-23T23:21:53.721Z,90.8488,39.5800,-0.046829,91.3425,0.011043
2026-03-23T23:22:54.661Z,90.8017,39.5800,-0.042097,91.3386,0.000000
2026-03-23T23:23:55.701Z,90.8646,39.5800,-0.037891,91.3351,0.037043
2026-03-23T23:24:56.630Z,90.9238,20.2300,-0.063597,91.3074,0.075919
2026-03-23T23:25:57.611Z,90.8911,20.2300,-0.081136,91.2822,0.014321
2026-03-23T23:26:58.468Z,91.1732,49.0900,-0.062973,91.2838,0.046056
2026-03-23T23:27:59.341Z,91.2058,49.0900,-0.048620,91.2853,0.004238
2026-03-23T23:29:00.325Z,91.1179,49.0900,-0.037298,91.2866,0.000000
2026-03-23T23:30:01.227Z,91.0853,49.0900,-0.028386,91.2878,0.000000
2026-03-23T23:31:02.077Z,91.0623,49.0900,-0.015912,91.2900,0.008995
2026-03-23T23:32:03.146Z,91.0302,49.0900,-0.011639,91.2909,0.022393
2026-03-23T23:33:04.058Z,91.0053,49.0800,-0.008320,91.2917,0.000000
2026-03-23T23:34:05.058Z,90.9502,49.0800,-0.005757,91.2925,0.000000
2026-03-23T23:35:05.844Z,90.9641,49.0700,-0.003788,91.2932,0.016932
2026-03-23T23:36:06.788Z,90.9874,35.2600,-0.030250,91.2677,0.014641
2026-03-23T23:37:07.597Z,91.0339,35.2600,-0.037044,91.2570,0.000000
2026-03-23T23:38:08.493Z,91.0167,35.2500,-0.041310,91.2473,0.000000
2026-03-23T23:39:09.673Z,91.0194,35.2500,-0.043650,91.2384,0.000000
2026-03-23T23:40:10.713Z,91.1321,42.4900,-0.035234,91.2391,0.089388
2026-03-23T23:41:11.456Z,91.1960,42.4800,-0.032436,91.2355,0.053100
2026-03-23T23:42:12.344Z,91.1567,42.4700,-0.029809,91.2323,0.000000
2026-03-23T23:43:13.530Z,91.1110,42.4600,-0.027354,91.2293,0.000000
2026-03-23T23:44:14.470Z,91.1335,42.4600,-0.025067,91.2266,0.022717
2026-03-23T23:45:15.321Z,91.1310,42.4500,-0.022946,91.2242,0.007775
2026-03-23T23:46:15.903Z,91.1507,42.5900,-0.020983,91.2220,0.000075
2026-03-23T23:47:16.737Z,91.1324,42.6000,-0.019183,91.2200,0.010790
2026-03-23T23:48:17.824Z,91.0711,42.6100,-0.017525,91.2182,0.038812
2026-03-23T23:49:18.961Z,91.0164,42.6300,-0.016002,91.2165,0.000000
2026-03-23T23:50:19.852Z,91.0933,42.6500,-0.014604,91.2150,0.013977
2026-03-23T23:51:20.783Z,91.1733,42.6600,-0.013322,91.2137,0.036673
2026-03-23T23:52:21.776Z,91.1800,42.6800,-0.012149,91.2124,0.016454
2026-03-23T23:53:22.883Z,91.1267,42.7000,-0.011084,91.2113,0.007968
2026-03-23T23:54:23.859Z,91.1553,42.7900,-0.010106,91.2103,0.000000
2026-03-23T23:55:24.941Z,91.1668,42.8100,-0.009217,91.2094,0.024951
2026-03-23T23:56:25.849Z,91.2725,83.0000,0.024322,91.2358,0.000000
2026-03-23T23:57:26.694Z,91.2473,83.0000,0.048272,91.2598,0.018013
2026-03-23T23:58:27.714Z,91.2559,83.0000,0.064810,91.2817,0.000309
2026-03-23T23:59:28.857Z,91.2553,82.9700,0.075657,91.3015,0.000000
